user_id,join_date,gender,location,age
USR06105,2022-07-05,Female,Bandung,59
USR06106,2022-12-30,Male,Surabaya,55
USR06107,2023-08-30,Male,Bandung,19
USR06108,2023-01-13,Male,Bandung,23
USR06109,2023-06-07,Female,Makassar,30
USR06110,2023-08-03,Male,Bandung,61
USR06111,2023-12-23,Female,Bandung,33
USR06112,2022-07-15,Male,Makassar,37
USR06113,2022-04-08,Male,Makassar,46
USR06114,2023-08-28,Male,Makassar,17
USR06115,2022-01-22,Female,Makassar,26
USR06116,2023-03-26,Male,Makassar,54
USR06117,2022-06-21,Male,Jakarta,22
USR06118,2023-01-18,nan,Medan,56
USR06119,2022-05-14,Female,Surabaya,31
USR06120,2023-03-02,Female,Yogyakarta,25
USR06121,2022-01-25,Female,Makassar,55
USR06122,2023-05-18,Female,Bandung,47
USR06123,2022-07-04,Female,Surabaya,50
USR06124,2022-03-26,nan,Makassar,63
USR06125,2023-07-21,Male,Jakarta,41
USR06126,2022-05-24,Male,Bandung,45
USR06127,2023-11-10,Male,Jakarta,59
USR06128,2023-02-16,nan,Yogyakarta,23
USR06129,2022-08-12,Female,Medan,33
USR06130,2022-08-08,Male,Medan,39
USR06131,2022-06-28,Female,Makassar,33
USR06132,2023-09-23,Female,Medan,52
USR06133,2023-03-09,nan,Makassar,57
USR06134,2022-09-22,Female,Makassar,24
USR06135,2023-03-05,Female,Medan,52
USR06136,2023-10-24,Male,Medan,23
USR06137,2023-02-20,Female,Jakarta,22
USR06138,2023-03-29,Female,Jakarta,54
USR06139,2023-12-28,Female,Yogyakarta,15
USR06140,2022-07-16,Female,Jakarta,35
USR06141,2023-07-08,Male,Bandung,54
USR06142,2022-02-22,Male,Bandung,18
USR06143,2023-04-25,Male,Surabaya,59
USR06144,2023-03-19,Female,Makassar,32
USR06145,2022-11-26,Female,Makassar,60
USR06146,2022-09-08,nan,Bandung,56
USR06147,2022-05-03,Female,Bandung,28
USR06148,2023-01-22,Male,Makassar,34
USR06149,2022-12-05,Male,Surabaya,62
USR06150,2022-12-14,Female,Medan,50
USR06151,2022-01-29,Female,Surabaya,16
USR06152,2022-02-04,Female,Bandung,62
USR06153,2023-06-02,Female,Bandung,29
USR06154,2023-01-31,Male,Medan,32
USR06155,2023-09-15,Male,Medan,39
USR06156,2022-10-21,Male,Yogyakarta,44
USR06157,2023-08-12,Male,Surabaya,49
USR06158,2022-12-15,Female,Makassar,22
USR06159,2022-05-27,Female,Makassar,44
USR06160,2022-03-08,nan,Jakarta,39
USR06161,2023-06-04,Female,Surabaya,21
USR06162,2022-05-02,Female,Bandung,31
USR06163,2022-12-06,Female,Jakarta,46
USR06164,2022-06-24,Female,Surabaya,39
USR06165,2023-11-22,Male,Makassar,62
USR06166,2023-08-20,nan,Medan,42
USR06167,2023-03-27,Female,Yogyakarta,52
USR06168,2023-07-11,nan,Bandung,22
USR06169,2022-05-16,nan,Jakarta,36
USR06170,2022-01-16,Female,Medan,52
USR06171,2022-11-29,Male,Bandung,20
USR06172,2022-07-14,Female,Yogyakarta,26
USR06173,2023-05-11,Female,Yogyakarta,43
USR06174,2022-01-09,Female,Makassar,44
USR06175,2022-11-30,Male,Makassar,46
USR06176,2022-11-29,Female,Makassar,22
USR06177,2022-11-23,nan,Surabaya,63
USR06178,2022-01-15,nan,Bandung,40
USR06179,2023-09-06,Male,Surabaya,63
USR06180,2022-08-14,Female,Makassar,35
USR06181,2023-03-01,Male,Yogyakarta,50
USR06182,2023-02-12,Female,Bandung,27
USR06183,2022-04-23,Male,Bandung,20
USR06184,2023-03-04,nan,Makassar,36
USR06185,2022-01-01,Female,Surabaya,30
USR06186,2022-09-23,Male,Jakarta,32
USR06187,2023-05-06,Male,Makassar,46
USR06188,2022-07-27,Male,Makassar,31
USR06189,2023-09-14,Female,Jakarta,63
USR06190,2023-12-13,Female,Yogyakarta,54
USR06191,2023-01-04,Female,Jakarta,52
USR06192,2022-11-02,Female,Bandung,28
USR06193,2022-01-12,Female,Jakarta,54
USR06194,2022-12-11,nan,Bandung,54
USR06195,2023-04-10,Female,Yogyakarta,57
USR06196,2023-12-01,Male,Jakarta,58
USR06197,2023-10-28,Female,Surabaya,31
USR06198,2023-05-09,Male,Bandung,31
USR06199,2023-01-03,nan,Surabaya,30
USR06200,2023-02-24,Male,Jakarta,31
USR06201,2022-06-20,Male,Surabaya,36
USR06202,2022-05-14,Male,Makassar,42
USR06203,2023-03-03,Female,Jakarta,60
USR06204,2022-01-25,Male,Bandung,29
USR06205,2023-06-14,nan,Yogyakarta,53
USR06206,2022-07-09,Male,Jakarta,36
USR06207,2022-05-21,Male,Yogyakarta,35
USR06208,2023-07-09,Male,Medan,25
USR06209,2023-10-20,Male,Yogyakarta,27
USR06210,2022-11-11,Male,Makassar,50
USR06211,2023-03-20,Male,Bandung,34
USR06212,2022-11-15,Male,Jakarta,51
USR06213,2023-03-17,Male,Makassar,20
USR06214,2022-04-02,Male,Bandung,15
USR06215,2022-06-28,Female,Makassar,31
USR06216,2022-02-25,Male,Bandung,36
USR06217,2022-06-04,Male,Makassar,37
USR06218,2023-11-03,Male,Bandung,20
USR06219,2022-04-21,Female,Bandung,33
USR06220,2022-05-17,Male,Medan,44
USR06221,2022-08-20,Female,Bandung,54
USR06222,2023-04-13,nan,Medan,60
USR06223,2023-04-26,Male,Jakarta,25
USR06224,2022-03-09,Male,Yogyakarta,31
USR06225,2022-09-06,Male,Jakarta,43
USR06226,2022-11-19,Male,Makassar,62
USR06227,2023-06-02,Male,Surabaya,33
USR06228,2023-03-08,Female,Surabaya,61
USR06229,2023-05-02,nan,Yogyakarta,58
USR06230,2023-08-29,Male,Jakarta,62
USR06231,2023-03-05,Male,Medan,26
USR06232,2022-09-26,Female,Bandung,35
USR06233,2023-12-10,Male,Yogyakarta,29
USR06234,2023-06-21,Male,Makassar,44
USR06235,2022-05-28,Female,Yogyakarta,15
USR06236,2022-04-28,Male,Bandung,31
USR06237,2023-01-02,Female,Bandung,44
USR06238,2022-03-07,Male,Surabaya,35
USR06239,2023-01-05,Female,Jakarta,42
USR06240,2022-06-24,Female,Medan,34
USR06241,2023-08-11,Male,Surabaya,33
USR06242,2023-05-10,Male,Bandung,38
USR06243,2022-04-24,Male,Bandung,25
USR06244,2022-04-21,Female,Jakarta,40
USR06245,2023-03-15,Female,Medan,31
USR06246,2023-12-16,Male,Yogyakarta,54
USR06247,2022-05-27,Female,Jakarta,40
USR06248,2022-02-04,Female,Makassar,59
USR06249,2022-11-05,nan,Makassar,52
USR06250,2023-06-22,Male,Surabaya,29
USR06251,2022-01-14,Female,Yogyakarta,27
USR06252,2023-01-09,Male,Yogyakarta,31
USR06253,2023-07-11,Female,Jakarta,28
USR06254,2023-03-04,Male,Bandung,33
USR06255,2023-12-29,Male,Makassar,56
USR06256,2022-08-21,Female,Surabaya,41
USR06257,2023-12-06,Female,Makassar,28
USR06258,2023-07-17,Male,Makassar,16
USR06259,2023-12-27,Female,Makassar,21
USR06260,2023-10-25,Male,Makassar,15
USR06261,2023-03-16,Male,Jakarta,35
USR06262,2023-05-17,Male,Bandung,46
USR06263,2022-10-02,Male,Jakarta,55
USR06264,2022-03-17,Female,Surabaya,53
USR06265,2023-03-15,Male,Yogyakarta,19
USR06266,2023-11-30,Male,Yogyakarta,42
USR06267,2022-10-16,nan,Surabaya,52
USR06268,2023-06-24,Male,Surabaya,25
USR06269,2023-11-23,Female,Bandung,53
USR06270,2022-09-10,Female,Jakarta,63
USR06271,2022-05-06,Male,Surabaya,49
USR06272,2022-06-26,Male,Jakarta,27
USR06273,2022-02-06,Female,Bandung,41
USR06274,2023-02-14,Female,Bandung,15
USR06275,2023-09-03,Female,Surabaya,63
USR06276,2023-09-02,Female,Jakarta,54
USR06277,2022-05-07,nan,Medan,23
USR06278,2023-04-28,Male,Bandung,50
USR06279,2022-06-17,Female,Surabaya,58
USR06280,2023-08-15,Male,Yogyakarta,20
USR06281,2022-10-21,Male,Bandung,57
USR06282,2023-09-30,Male,Jakarta,25
USR06283,2022-12-09,Male,Yogyakarta,48
USR06284,2022-11-06,Female,Yogyakarta,53
USR06285,2023-10-24,Male,Medan,20
USR06286,2023-06-12,Male,Yogyakarta,50
USR06287,2023-06-24,Male,Medan,62
USR06288,2023-02-23,Male,Medan,17
USR06289,2023-03-20,Female,Medan,42
USR06290,2023-11-16,Female,Makassar,20
USR06291,2023-07-12,Female,Jakarta,22
USR06292,2022-08-24,Female,Medan,38
USR06293,2023-03-15,Female,Yogyakarta,61
USR06294,2022-08-02,Male,Jakarta,29
USR06295,2022-03-26,Female,Yogyakarta,42
USR06296,2022-03-26,Male,Makassar,23
USR06297,2023-05-04,nan,Surabaya,47
USR06298,2022-03-06,nan,Makassar,42
USR06299,2023-10-08,nan,Yogyakarta,24
USR06300,2023-10-25,Male,Bandung,39
USR06301,2023-09-19,Male,Yogyakarta,18
USR06302,2022-03-05,Female,Jakarta,45
USR06303,2022-12-09,Female,Yogyakarta,27
USR06304,2022-12-18,Female,Surabaya,40
USR06305,2022-06-07,Male,Medan,49
USR06306,2023-08-12,Female,Yogyakarta,21
USR06307,2023-05-06,Female,Yogyakarta,16
USR06308,2023-10-20,Male,Surabaya,23
USR06309,2023-04-08,Female,Makassar,52
USR06310,2022-08-13,Male,Yogyakarta,31
USR06311,2022-11-09,Female,Medan,61
USR06312,2023-09-07,Female,Makassar,55
USR06313,2023-04-11,Female,Yogyakarta,35
USR06314,2022-03-29,Male,Bandung,43
USR06315,2022-10-30,Female,Medan,46
USR06316,2023-11-11,Female,Jakarta,53
USR06317,2023-03-11,Female,Medan,30
USR06318,2023-11-13,Female,Surabaya,50
USR06319,2022-05-15,Male,Surabaya,22
USR06320,2022-02-19,Female,Medan,35
USR06321,2023-03-08,Male,Surabaya,52
USR06322,2022-12-06,Female,Makassar,56
USR06323,2022-12-13,Male,Jakarta,21
USR06324,2023-10-08,Male,Bandung,27
USR06325,2022-12-13,Female,Makassar,35
USR06326,2023-10-11,Male,Bandung,19
USR06327,2022-09-02,nan,Jakarta,19
USR06328,2022-04-19,Male,Medan,55
USR06329,2023-06-17,nan,Surabaya,42
USR06330,2022-03-31,Female,Medan,47
USR06331,2022-10-23,Female,Medan,57
USR06332,2022-04-22,Male,Yogyakarta,18
USR06333,2023-08-12,Male,Yogyakarta,34
USR06334,2022-06-26,Male,Jakarta,51
USR06335,2022-12-09,Female,Makassar,50
USR06336,2023-10-22,Female,Jakarta,54
USR06337,2022-04-11,Female,Yogyakarta,51
USR06338,2023-09-21,Female,Medan,52
USR06339,2023-08-27,Female,Bandung,23
USR06340,2023-02-05,Male,Jakarta,54
USR06341,2022-01-28,Male,Makassar,49
USR06342,2023-06-21,Female,Jakarta,46
USR06343,2022-02-27,Male,Surabaya,47
USR06344,2023-05-13,Female,Makassar,41
USR06345,2022-10-24,Male,Surabaya,64
USR06346,2022-05-14,Male,Bandung,52
USR06347,2022-11-27,Female,Medan,54
USR06348,2022-09-06,Female,Surabaya,47
USR06349,2023-07-04,Female,Surabaya,50
USR06350,2022-03-16,Female,Yogyakarta,38
USR06351,2023-10-16,Male,Medan,56
USR06352,2022-06-17,Male,Bandung,31
USR06353,2023-05-18,Female,Yogyakarta,64
USR06354,2022-12-21,Female,Medan,25
USR06355,2022-08-13,Male,Surabaya,48
USR06356,2023-10-26,Female,Jakarta,32
USR06357,2023-06-15,Female,Surabaya,35
USR06358,2022-05-26,Male,Medan,33
USR06359,2022-08-29,Female,Makassar,49
USR06360,2022-12-10,Female,Makassar,33
USR06361,2022-02-04,Male,Medan,53
USR06362,2023-12-03,Female,Makassar,48
USR06363,2022-01-01,Female,Medan,17
USR06364,2022-06-02,nan,Jakarta,54
USR06365,2023-03-05,Female,Medan,40
USR06366,2023-05-23,Male,Jakarta,54
USR06367,2022-05-06,Male,Makassar,41
USR06368,2023-05-06,Female,Bandung,17
USR06369,2023-04-27,Female,Makassar,21
USR06370,2022-12-11,Male,Medan,17
USR06371,2022-08-09,Male,Makassar,35
USR06372,2023-12-24,Female,Bandung,51
USR06373,2022-01-25,Female,Makassar,32
USR06374,2023-06-12,Male,Bandung,58
USR06375,2022-07-01,Female,Surabaya,41
USR06376,2023-05-14,Male,Medan,24
USR06377,2023-10-03,Male,Medan,17
USR06378,2022-02-11,Male,Bandung,57
USR06379,2023-04-26,Female,Jakarta,39
USR06380,2023-03-15,Female,Bandung,45
USR06381,2023-02-06,Female,Surabaya,47
USR06382,2023-06-30,Male,Medan,34
USR06383,2022-12-11,Female,Medan,26
USR06384,2022-02-14,Male,Makassar,44
USR06385,2023-10-08,Female,Bandung,48
USR06386,2022-01-21,Female,Surabaya,48
USR06387,2023-09-26,Male,Makassar,23
USR06388,2022-03-11,Male,Jakarta,19
USR06389,2022-02-17,Female,Makassar,38
USR06390,2023-05-06,Female,Surabaya,19
USR06391,2023-07-05,Male,Bandung,21
USR06392,2022-10-14,Female,Jakarta,47
USR06393,2022-01-10,Male,Yogyakarta,62
USR06394,2023-06-26,Male,Medan,21
USR06395,2022-10-01,Female,Makassar,59
USR06396,2023-08-23,Female,Surabaya,27
USR06397,2023-01-16,Male,Bandung,18
USR06398,2022-11-25,Male,Makassar,32
USR06399,2023-04-24,Female,Yogyakarta,57
USR06400,2022-01-15,Female,Surabaya,41
USR06401,2023-05-31,Female,Yogyakarta,42
USR06402,2022-07-10,Female,Jakarta,64
USR06403,2022-06-17,Female,Makassar,38
USR06404,2023-06-05,Male,Makassar,28
USR06405,2023-09-13,Female,Bandung,26
USR06406,2022-05-17,Male,Surabaya,23
USR06407,2022-06-03,Female,Surabaya,27
USR06408,2023-01-23,nan,Medan,41
USR06409,2022-07-28,Female,Medan,22
USR06410,2022-09-29,Female,Surabaya,24
USR06411,2022-05-23,Female,Yogyakarta,19
USR06412,2023-09-03,nan,Makassar,58
USR06413,2022-03-10,Female,Jakarta,47
USR06414,2022-09-04,Female,Medan,26
USR06415,2022-09-18,Female,Medan,46
USR06416,2022-03-20,Male,Jakarta,64
USR06417,2023-10-20,Female,Bandung,61
USR06418,2023-09-15,Male,Makassar,18
USR06419,2023-08-28,Male,Yogyakarta,23
USR06420,2023-06-09,Female,Medan,55
USR06421,2023-09-13,Male,Bandung,23
USR06422,2022-11-26,Male,Surabaya,23
USR06423,2022-07-08,Male,Medan,59
USR06424,2022-04-05,Male,Jakarta,21
USR06425,2023-09-09,Male,Surabaya,52
USR06426,2022-01-08,nan,Surabaya,16
USR06427,2022-03-08,Female,Makassar,24
USR06428,2023-05-11,Male,Bandung,51
USR06429,2022-07-10,Male,Makassar,38
USR06430,2023-01-01,Female,Surabaya,53
USR06431,2023-06-05,Female,Makassar,26
USR06432,2022-04-27,Female,Jakarta,57
USR06433,2022-09-24,Male,Medan,53
USR06434,2023-09-03,Male,Jakarta,53
USR06435,2023-04-30,Male,Surabaya,50
USR06436,2023-05-24,Female,Makassar,17
USR06437,2022-10-25,Female,Bandung,17
USR06438,2022-06-13,Female,Bandung,30
USR06439,2023-01-11,Male,Surabaya,56
USR06440,2023-10-15,Female,Yogyakarta,37
USR06441,2022-09-25,nan,Medan,15
USR06442,2023-07-03,Female,Makassar,44
USR06443,2022-03-15,Female,Jakarta,46
USR06444,2023-05-23,nan,Jakarta,48
USR06445,2022-03-14,Male,Bandung,55
USR06446,2022-11-04,Male,Jakarta,49
USR06447,2022-07-18,nan,Medan,44
USR06448,2022-05-10,Female,Surabaya,42
USR06449,2023-07-26,Female,Makassar,46
USR06450,2023-09-07,Female,Jakarta,55
USR06451,2023-05-02,Male,Surabaya,61
USR06452,2022-05-31,Female,Yogyakarta,34
USR06453,2023-10-31,Female,Makassar,53
USR06454,2022-07-25,Male,Surabaya,18
USR06455,2022-06-28,Male,Jakarta,46
USR06456,2022-07-16,Female,Surabaya,30
USR06457,2022-03-30,Male,Medan,49
USR06458,2023-03-10,Male,Bandung,28
USR06459,2022-07-02,Male,Makassar,34
USR06460,2022-07-28,Female,Makassar,50
USR06461,2023-05-08,Female,Medan,52
USR06462,2022-05-10,Female,Surabaya,42
USR06463,2023-10-27,Male,Makassar,28
USR06464,2022-01-13,nan,Bandung,17
USR06465,2023-09-26,Male,Jakarta,38
USR06466,2022-04-16,Male,Makassar,42
USR06467,2023-01-10,Male,Medan,63
USR06468,2023-08-05,Male,Yogyakarta,21
USR06469,2023-12-08,Male,Medan,62
USR06470,2023-11-29,Male,Bandung,29
USR06471,2022-04-09,Male,Medan,39
USR06472,2023-08-17,Female,Surabaya,21
USR06473,2023-08-10,Male,Makassar,38
USR06474,2022-07-11,Female,Makassar,25
USR06475,2022-11-21,Female,Makassar,63
USR06476,2023-12-27,Male,Surabaya,50
USR06477,2023-04-12,Female,Surabaya,29
USR06478,2023-01-02,Female,Makassar,24
USR06479,2022-11-14,Male,Makassar,43
USR06480,2022-05-24,Male,Medan,26
USR06481,2023-01-19,Female,Jakarta,38
USR06482,2022-08-04,Female,Surabaya,21
USR06483,2022-12-27,Female,Medan,43
USR06484,2022-11-20,Male,Makassar,35
USR06485,2022-01-15,Female,Yogyakarta,42
USR06486,2022-08-05,Female,Makassar,43
USR06487,2023-05-07,Female,Makassar,64
USR06488,2023-07-01,Female,Jakarta,62
USR06489,2022-07-02,Male,Surabaya,55
USR06490,2022-09-27,Male,Yogyakarta,51
USR06491,2023-04-12,Male,Yogyakarta,33
USR06492,2023-09-04,Female,Makassar,44
USR06493,2023-06-03,Male,Medan,39
USR06494,2023-06-26,Female,Bandung,44
USR06495,2023-04-12,Female,Bandung,64
USR06496,2022-11-01,Male,Jakarta,45
USR06497,2022-05-24,Female,Yogyakarta,37
USR06498,2022-04-21,Female,Surabaya,49
USR06499,2022-08-20,Male,Surabaya,24
USR06500,2023-11-22,Female,Jakarta,22
USR06501,2023-08-07,Female,Yogyakarta,62
USR06502,2023-12-23,Male,Bandung,20
USR06503,2023-08-15,Female,Bandung,16
USR06504,2023-05-15,Female,Makassar,50
USR06505,2023-08-18,Female,Medan,29
USR06506,2023-07-08,Female,Makassar,51
USR06507,2022-09-30,Male,Yogyakarta,39
USR06508,2023-12-04,Male,Surabaya,29
USR06509,2022-06-22,Female,Makassar,22
USR06510,2022-01-07,Male,Surabaya,21
USR06511,2022-06-04,Female,Makassar,24
USR06512,2023-06-06,Male,Medan,58
USR06513,2023-06-30,Female,Makassar,30
USR06514,2023-07-02,Female,Makassar,49
USR06515,2023-06-02,Female,Makassar,37
USR06516,2022-08-03,Female,Surabaya,48
USR06517,2022-05-14,Female,Makassar,17
USR06518,2022-10-12,Male,Yogyakarta,16
USR06519,2022-05-06,Male,Bandung,44
USR06520,2023-03-15,Female,Bandung,43
USR06521,2023-11-17,Female,Medan,58
USR06522,2022-06-01,Male,Jakarta,23
USR06523,2022-11-27,Male,Makassar,49
USR06524,2023-06-22,Male,Makassar,56
USR06525,2023-01-18,nan,Surabaya,62
USR06526,2022-04-25,Male,Jakarta,38
USR06527,2023-04-27,Male,Yogyakarta,16
USR06528,2022-10-11,Male,Jakarta,16
USR06529,2022-03-16,Female,Makassar,33
USR06530,2022-06-15,Female,Makassar,25
USR06531,2022-07-08,Male,Makassar,38
USR06532,2022-03-19,Male,Jakarta,64
USR06533,2023-08-25,Female,Bandung,30
USR06534,2023-11-19,Male,Yogyakarta,46
USR06535,2022-01-21,Male,Surabaya,39
USR06536,2023-07-20,Female,Bandung,54
USR06537,2022-07-03,Female,Yogyakarta,21
USR06538,2022-08-10,nan,Yogyakarta,32
USR06539,2022-11-24,Female,Makassar,22
USR06540,2022-06-28,Male,Jakarta,58
USR06541,2022-04-22,Female,Bandung,46
USR06542,2023-12-27,Male,Jakarta,18
USR06543,2022-02-28,Male,Makassar,35
USR06544,2022-11-23,Male,Bandung,27
USR06545,2023-09-13,nan,Jakarta,47
USR06546,2023-10-31,Female,Medan,38
USR06547,2022-07-10,Male,Bandung,64
USR06548,2022-07-19,Male,Surabaya,20
USR06549,2022-11-08,Female,Jakarta,35
USR06550,2023-12-09,Female,Yogyakarta,45
USR06551,2022-02-04,Female,Makassar,58
USR06552,2023-01-14,Male,Makassar,58
USR06553,2023-01-22,Female,Bandung,23
USR06554,2022-08-25,Female,Yogyakarta,48
USR06555,2023-09-08,nan,Makassar,15
USR06556,2023-06-03,Male,Yogyakarta,33
USR06557,2022-10-10,Female,Medan,16
USR06558,2022-01-01,Male,Surabaya,34
USR06559,2023-04-09,Male,Bandung,19
USR06560,2022-08-18,Male,Bandung,50
USR06561,2022-06-21,Female,Makassar,31
USR06562,2022-03-28,Male,Yogyakarta,26
USR06563,2023-07-07,Male,Jakarta,36
USR06564,2022-05-03,Male,Makassar,59
USR06565,2022-10-25,Female,Jakarta,54
USR06566,2023-11-21,Female,Makassar,39
USR06567,2023-07-29,Male,Jakarta,51
USR06568,2023-04-29,Male,Yogyakarta,44
USR06569,2022-06-14,Female,Jakarta,23
USR06570,2023-11-30,Male,Medan,63
USR06571,2023-01-18,Male,Yogyakarta,33
USR06572,2022-07-28,Female,Medan,61
USR06573,2023-03-08,Male,Medan,21
USR06574,2023-01-24,nan,Makassar,36
USR06575,2023-07-14,Male,Yogyakarta,35
USR06576,2022-08-12,Male,Surabaya,42
USR06577,2022-01-03,Male,Medan,40
USR06578,2023-01-07,Female,Bandung,53
USR06579,2023-11-18,Male,Surabaya,50
USR06580,2023-03-22,Female,Bandung,40
USR06581,2023-09-03,Male,Medan,40
USR06582,2022-04-26,Male,Bandung,53
USR06583,2022-09-27,Female,Makassar,49
USR06584,2023-03-23,nan,Bandung,32
USR06585,2023-01-03,Female,Surabaya,32
USR06586,2022-09-10,Female,Medan,31
USR06587,2022-11-13,Male,Bandung,40
USR06588,2023-02-19,Male,Bandung,48
USR06589,2022-04-05,Male,Bandung,60
USR06590,2022-01-24,nan,Yogyakarta,51
USR06591,2023-09-20,Female,Bandung,49
USR06592,2023-10-25,Male,Surabaya,23
USR06593,2022-02-19,Male,Yogyakarta,64
USR06594,2023-05-17,Male,Jakarta,30
USR06595,2023-12-19,Male,Makassar,35
USR06596,2023-05-13,Female,Medan,31
USR06597,2022-12-01,Male,Jakarta,28
USR06598,2022-03-20,Male,Yogyakarta,15
USR06599,2023-08-05,Male,Makassar,51
USR06600,2022-01-27,Female,Bandung,55
USR06601,2022-09-28,Female,Jakarta,57
USR06602,2023-07-16,Male,Makassar,35
USR06603,2022-09-04,Female,Makassar,61
USR06604,2023-08-14,Male,Jakarta,18
USR06605,2023-01-22,Male,Bandung,49
USR06606,2023-12-03,Female,Bandung,32
USR06607,2023-07-13,Male,Yogyakarta,24
USR06608,2022-12-27,Male,Medan,43
USR06609,2023-05-03,nan,Makassar,55
USR06610,2022-12-18,Male,Medan,64
USR06611,2023-12-02,Male,Yogyakarta,16
USR06612,2022-09-13,nan,Bandung,22
USR06613,2022-08-10,Male,Yogyakarta,48
USR06614,2022-01-01,Female,Makassar,25
USR06615,2023-06-30,Male,Medan,58
USR06616,2023-03-22,Female,Medan,24
USR06617,2022-03-20,Female,Medan,47
USR06618,2022-08-24,Male,Yogyakarta,63
USR06619,2022-11-30,Female,Makassar,60
USR06620,2022-12-15,nan,Surabaya,18
USR06621,2022-04-08,Male,Surabaya,39
USR06622,2022-03-23,Female,Bandung,36
USR06623,2023-05-17,Male,Makassar,19
USR06624,2023-04-22,Male,Makassar,54
USR06625,2023-12-05,nan,Jakarta,62
USR06626,2023-07-04,Female,Medan,61
USR06627,2022-01-14,Male,Bandung,59
USR06628,2023-01-27,Female,Makassar,42
USR06629,2022-12-13,Male,Jakarta,60
USR06630,2022-11-06,Female,Jakarta,26
USR06631,2023-01-21,Female,Makassar,60
USR06632,2022-07-28,Female,Bandung,18
USR06633,2022-12-23,Male,Bandung,54
USR06634,2023-08-24,Male,Surabaya,33
USR06635,2023-07-22,Male,Surabaya,39
USR06636,2022-04-04,Male,Bandung,32
USR06637,2022-04-03,nan,Jakarta,59
USR06638,2022-12-06,nan,Yogyakarta,61
USR06639,2023-08-20,Female,Surabaya,46
USR06640,2023-03-21,Female,Jakarta,31
USR06641,2022-01-22,Female,Surabaya,30
USR06642,2022-10-18,Male,Jakarta,32
USR06643,2023-04-30,Male,Medan,50
USR06644,2022-11-02,Male,Makassar,48
USR06645,2023-09-26,Female,Bandung,59
USR06646,2022-05-08,Female,Medan,48
USR06647,2023-09-17,Female,Bandung,43
USR06648,2022-09-30,Male,Yogyakarta,62
USR06649,2023-03-18,Female,Jakarta,39
USR06650,2023-05-18,Female,Surabaya,24
USR06651,2022-05-10,Male,Surabaya,23
USR06652,2022-05-12,Female,Surabaya,61
USR06653,2023-08-20,Male,Makassar,32
USR06654,2023-04-27,Female,Makassar,37
USR06655,2023-01-25,Female,Yogyakarta,20
USR06656,2023-08-16,Male,Bandung,51
USR06657,2022-11-21,Male,Surabaya,36
USR06658,2022-03-10,Male,Medan,42
USR06659,2023-10-22,Female,Bandung,22
USR06660,2023-03-24,nan,Makassar,25
USR06661,2023-06-12,Female,Makassar,50
USR06662,2023-09-09,Male,Surabaya,22
USR06663,2022-06-14,Female,Makassar,23
USR06664,2023-05-03,Female,Jakarta,40
USR06665,2023-12-14,Male,Makassar,61
USR06666,2023-12-10,Male,Yogyakarta,63
USR06667,2023-03-02,Female,Surabaya,44
USR06668,2023-11-28,Female,Bandung,58
USR06669,2022-09-22,Female,Makassar,49
USR06670,2023-09-04,Male,Medan,41
USR06671,2022-12-08,Female,Medan,52
USR06672,2023-12-27,Female,Jakarta,22
USR06673,2022-10-05,Male,Bandung,20
USR06674,2023-11-05,Female,Jakarta,64
USR06675,2023-03-15,nan,Yogyakarta,52
USR06676,2022-06-06,Female,Jakarta,32
USR06677,2023-02-26,Female,Surabaya,15
USR06678,2022-09-08,Female,Surabaya,22
USR06679,2023-09-01,Female,Surabaya,63
USR06680,2023-06-14,Female,Medan,26
USR06681,2022-11-23,Female,Makassar,15
USR06682,2022-04-07,Male,Bandung,43
USR06683,2023-05-28,Female,Surabaya,49
USR06684,2022-08-04,nan,Bandung,31
USR06685,2022-05-12,Male,Jakarta,20
USR06686,2022-09-17,Female,Yogyakarta,36
USR06687,2022-05-05,Male,Makassar,61
USR06688,2022-03-23,nan,Medan,22
USR06689,2022-10-10,Female,Bandung,50
USR06690,2023-11-14,Female,Makassar,35
USR06691,2022-02-28,Female,Bandung,19
USR06692,2023-06-28,Female,Jakarta,45
USR06693,2022-06-10,Female,Surabaya,42
USR06694,2022-10-11,nan,Jakarta,44
USR06695,2022-04-16,Male,Bandung,27
USR06696,2022-04-15,Male,Medan,59
USR06697,2023-03-15,Female,Bandung,55
USR06698,2022-08-16,nan,Yogyakarta,43
USR06699,2023-12-01,Male,Medan,47
USR06700,2023-08-05,Male,Medan,55
USR06701,2022-11-14,Male,Bandung,24
USR06702,2023-04-09,Male,Bandung,61
USR06703,2023-08-22,Female,Medan,33
USR06704,2023-04-17,Male,Bandung,55
USR06705,2022-02-25,Male,Makassar,23
USR06706,2023-09-17,Female,Medan,62
USR06707,2022-01-13,Male,Yogyakarta,30
USR06708,2023-03-16,Female,Medan,58
USR06709,2022-01-18,Male,Bandung,41
USR06710,2023-11-25,Female,Jakarta,53
USR06711,2022-04-23,Male,Makassar,64
USR06712,2022-08-17,Male,Bandung,62
USR06713,2022-06-20,Male,Surabaya,61
USR06714,2022-10-22,Female,Makassar,53
USR06715,2022-07-08,Female,Surabaya,20
USR06716,2023-03-02,Male,Makassar,62
USR06717,2022-03-20,Female,Medan,33
USR06718,2023-10-20,Male,Makassar,45
USR06719,2022-07-01,nan,Bandung,33
USR06720,2023-05-14,Male,Surabaya,46
USR06721,2023-12-09,Female,Jakarta,55
USR06722,2022-03-12,Male,Surabaya,59
USR06723,2022-09-05,Female,Yogyakarta,17
