order_id,courier_name,dispatch_date,delivery_date
ORD051692,JNE,2023-08-16,2023-08-18
ORD051693,AnterAja,2023-10-16,2023-10-21
ORD051694,JNE,2023-09-11,2023-09-15
ORD051695,JNE,2022-10-22,2022-10-26
ORD051696,GoTo Logistics,2024-01-07,2024-01-13
ORD051697,GoTo Logistics,2023-04-06,2023-04-08
ORD051698,GoTo Logistics,2022-08-21,2022-08-23
ORD051699,JNE,2023-12-09,2023-12-10
ORD051700,SiCepat,2022-05-17,2022-05-22
ORD051701,JNE,2023-04-16,2023-04-17
ORD051702,JNE,2023-05-23,2023-05-28
ORD051703,JNE,2023-08-23,2023-08-27
ORD051704,GoTo Logistics,2024-11-30,2024-12-04
ORD051705,SiCepat,2023-02-24,2023-03-02
ORD051706,GoTo Logistics,2023-02-28,2023-03-03
ORD051707,SiCepat,2023-05-14,2023-05-18
ORD051708,SiCepat,2023-09-13,2023-09-18
ORD051709,SiCepat,2023-09-13,2023-09-15
ORD051710,AnterAja,2023-11-25,2023-11-29
ORD051711,nan,2022-10-22,2022-10-26
ORD051712,SiCepat,2022-08-28,2022-08-29
ORD051713,SiCepat,2023-02-03,2023-02-04
ORD051714,GoTo Logistics,2022-02-26,2022-02-28
ORD051715,GoTo Logistics,2023-10-09,2023-10-14
ORD051716,GoTo Logistics,2024-07-30,2024-08-03
ORD051717,SiCepat,2022-05-04,2022-04-30
ORD051718,GoTo Logistics,2024-09-23,2024-09-24
ORD051719,GoTo Logistics,2023-05-16,2023-05-20
ORD051720,JNE,2024-03-31,2024-04-01
ORD051721,nan,2023-12-05,2023-12-09
ORD051722,nan,2022-12-25,2022-12-21
ORD051723,AnterAja,2023-10-15,2023-10-18
ORD051724,GoTo Logistics,2022-04-28,2022-05-01
ORD051725,JNE,2023-06-28,2023-07-01
ORD051726,SiCepat,2022-10-20,2022-10-26
ORD051727,GoTo Logistics,2023-01-05,2023-01-09
ORD051728,GoTo Logistics,2023-09-10,2023-09-15
ORD051729,JNE,2023-03-14,2023-03-15
ORD051730,SiCepat,2024-06-29,2024-07-02
ORD051731,GoTo Logistics,2024-03-14,2024-03-20
ORD051732,GoTo Logistics,2024-01-13,2024-01-16
ORD051733,JNE,2022-09-13,2022-09-14
ORD051734,GoTo Logistics,2024-02-16,2024-02-21
ORD051735,GoTo Logistics,2021-11-20,2021-11-26
ORD051736,GoTo Logistics,2024-02-27,2024-03-04
ORD051737,SiCepat,2023-07-12,2023-07-16
ORD051738,GoTo Logistics,2024-05-05,2024-05-09
ORD051739,GoTo Logistics,2024-05-28,2024-06-01
ORD051740,JNE,2024-01-26,2024-01-29
ORD051741,JNE,2022-07-04,2022-07-09
ORD051742,JNE,2023-05-23,2023-05-25
ORD051743,GoTo Logistics,2023-09-18,2023-09-20
ORD051744,GoTo Logistics,2023-05-27,2023-05-28
ORD051745,JNE,2022-06-23,2022-06-25
ORD051746,GoTo Logistics,2023-07-06,2023-07-12
ORD051747,JNE,2023-08-12,2023-08-16
ORD051748,JNE,2023-09-05,2023-09-08
ORD051749,JNE,2023-03-14,2023-03-18
ORD051750,JNE,2023-11-27,2023-12-03
ORD051751,SiCepat,2023-03-28,2023-03-29
ORD051752,GoTo Logistics,2022-05-16,2022-05-19
ORD051753,GoTo Logistics,2024-01-29,2024-02-02
ORD051754,GoTo Logistics,2022-05-21,2022-05-23
ORD051755,JNE,2024-10-20,2024-10-22
ORD051756,GoTo Logistics,2023-10-18,2023-10-21
ORD051757,GoTo Logistics,2023-05-12,2023-05-18
ORD051758,JNE,2022-11-05,2022-11-09
ORD051759,GoTo Logistics,2023-03-03,2023-03-09
ORD051760,JNE,2023-02-07,2023-02-11
ORD051761,JNE,2023-08-07,2023-08-13
ORD051762,JNE,2023-09-30,2023-10-06
ORD051763,SiCepat,2023-05-31,2023-06-05
ORD051764,JNE,2022-10-16,2022-10-20
ORD051765,nan,2023-12-10,2023-12-11
ORD051766,GoTo Logistics,2023-06-24,2023-06-29
ORD051767,JNE,2023-09-02,2023-09-04
ORD051768,GoTo Logistics,2023-08-24,2023-08-29
ORD051769,SiCepat,2023-02-22,2023-02-28
ORD051770,GoTo Logistics,2023-11-25,2023-11-29
ORD051771,SiCepat,2023-08-13,2023-08-18
ORD051772,GoTo Logistics,2022-07-06,2022-07-11
ORD051773,JNE,2023-08-14,2023-08-18
ORD051774,JNE,2024-08-02,2024-08-07
ORD051775,GoTo Logistics,2022-01-17,2022-01-23
ORD051776,GoTo Logistics,2023-03-24,2023-03-26
ORD051777,JNE,2024-01-13,2024-01-17
ORD051778,GoTo Logistics,2023-06-21,2023-06-17
ORD051779,GoTo Logistics,2022-11-29,2022-12-01
ORD051780,SiCepat,2024-02-09,2024-02-11
ORD051781,JNE,2022-12-10,2022-12-11
ORD051782,GoTo Logistics,2023-10-27,2023-11-02
ORD051783,JNE,2023-05-29,2023-06-04
ORD051784,JNE,2024-02-18,2024-02-21
ORD051785,GoTo Logistics,2023-10-09,2023-10-15
ORD051786,nan,2023-09-21,2023-09-27
ORD051787,GoTo Logistics,2023-12-11,2023-12-14
ORD051788,JNE,2022-05-28,2022-06-01
ORD051789,AnterAja,2023-12-16,2023-12-22
ORD051790,JNE,2024-04-17,2024-04-19
ORD051791,JNE,2024-05-14,2024-05-18
ORD051792,GoTo Logistics,2024-03-13,2024-03-15
ORD051793,JNE,2022-12-23,2022-12-27
ORD051794,JNE,2023-12-12,2023-12-13
ORD051795,GoTo Logistics,2023-05-24,2023-05-26
ORD051796,JNE,2024-02-28,2024-03-01
ORD051797,AnterAja,2024-05-11,2024-05-15
ORD051798,GoTo Logistics,2022-09-13,2022-09-15
ORD051799,GoTo Logistics,2023-04-16,2023-04-20
ORD051800,GoTo Logistics,2023-04-20,2023-04-21
ORD051801,SiCepat,2023-11-11,2023-11-17
ORD051802,JNE,2023-10-24,2023-10-28
ORD051803,nan,2023-12-11,2023-12-14
ORD051804,GoTo Logistics,2023-09-26,2023-09-28
ORD051805,AnterAja,2024-04-17,2024-04-19
ORD051806,GoTo Logistics,2023-04-19,2023-04-22
ORD051807,JNE,2023-10-28,2023-10-29
ORD051808,GoTo Logistics,2023-04-29,2023-04-30
ORD051809,SiCepat,2023-01-24,2023-01-28
ORD051810,AnterAja,2023-06-10,2023-06-12
ORD051811,GoTo Logistics,2022-07-14,2022-07-20
ORD051812,SiCepat,2023-01-07,2023-01-11
ORD051813,GoTo Logistics,2022-09-28,2022-09-30
ORD051814,nan,2023-01-21,2023-01-24
ORD051815,AnterAja,2023-05-19,2023-05-23
ORD051816,AnterAja,2022-08-16,2022-08-18
ORD051817,AnterAja,2023-01-02,2023-01-06
ORD051818,SiCepat,2024-08-26,2024-08-29
ORD051819,GoTo Logistics,2023-06-22,2023-06-28
ORD051820,nan,2023-10-24,2023-10-30
ORD051821,GoTo Logistics,2023-03-18,2023-03-23
ORD051822,SiCepat,2023-05-22,2023-05-27
ORD051823,GoTo Logistics,2023-01-23,2023-01-26
ORD051824,JNE,2023-05-24,2023-05-28
ORD051825,JNE,2023-07-20,2023-07-24
ORD051826,GoTo Logistics,2023-03-15,2023-03-21
ORD051827,GoTo Logistics,2024-05-06,2024-05-11
ORD051828,SiCepat,2023-05-12,2023-05-13
ORD051829,SiCepat,2024-03-04,2024-03-05
ORD051830,SiCepat,2024-10-25,2024-10-29
ORD051831,GoTo Logistics,2022-08-16,2022-08-17
ORD051832,GoTo Logistics,2024-07-03,2024-07-05
ORD051833,GoTo Logistics,2023-07-01,2023-07-07
ORD051834,GoTo Logistics,2024-03-30,2024-04-01
ORD051835,SiCepat,2022-09-18,2022-09-22
ORD051836,AnterAja,2022-01-10,2022-01-13
ORD051837,GoTo Logistics,2022-08-16,2022-08-20
ORD051838,JNE,2022-12-21,2022-12-22
ORD051839,SiCepat,2023-06-08,2023-06-09
ORD051840,nan,2023-01-05,2023-01-06
ORD051841,JNE,2022-06-02,2022-06-06
ORD051842,JNE,2023-10-24,2023-10-28
ORD051843,GoTo Logistics,2022-05-24,2022-05-30
ORD051844,SiCepat,2022-04-20,2022-04-22
ORD051845,JNE,2023-08-25,2023-08-26
ORD051846,AnterAja,2023-07-13,2023-07-18
ORD051847,nan,2023-07-26,2023-07-30
ORD051848,SiCepat,2024-06-02,2024-06-06
ORD051849,GoTo Logistics,2024-02-09,2024-02-13
ORD051850,JNE,2023-12-02,2023-12-04
ORD051851,nan,2024-03-12,2024-03-18
ORD051852,SiCepat,2024-10-31,2024-11-06
ORD051853,SiCepat,2023-11-29,2023-12-03
ORD051854,JNE,2024-01-10,2024-01-11
ORD051855,JNE,2023-05-28,2023-06-01
ORD051856,JNE,2023-01-17,2023-01-20
ORD051857,GoTo Logistics,2023-12-20,2023-12-25
ORD051858,GoTo Logistics,2023-07-12,2023-07-18
ORD051859,AnterAja,2023-09-29,2023-10-03
ORD051860,AnterAja,2024-10-07,2024-10-12
ORD051861,GoTo Logistics,2024-06-26,2024-06-27
ORD051862,JNE,2023-05-27,2023-05-29
ORD051863,nan,2024-01-22,2024-01-24
ORD051864,JNE,2023-04-28,2023-05-02
ORD051865,GoTo Logistics,2022-09-12,2022-09-13
ORD051866,SiCepat,2022-02-10,2022-02-13
ORD051867,GoTo Logistics,2024-10-12,2024-10-13
ORD051868,SiCepat,2023-09-24,2023-09-25
ORD051869,GoTo Logistics,2024-02-04,2024-02-09
ORD051870,JNE,2023-04-03,2023-04-06
ORD051871,JNE,2024-05-08,2024-05-12
ORD051872,JNE,2022-08-17,2022-08-22
ORD051873,GoTo Logistics,2023-05-21,2023-05-24
ORD051874,AnterAja,2023-12-25,2023-12-28
ORD051875,SiCepat,2023-10-21,2023-10-25
ORD051876,AnterAja,2022-01-13,2022-01-17
ORD051877,SiCepat,2024-01-26,2024-01-23
ORD051878,GoTo Logistics,2024-07-25,2024-07-30
ORD051879,GoTo Logistics,2024-04-19,2024-04-24
ORD051880,GoTo Logistics,2023-03-12,2023-03-10
ORD051881,SiCepat,2024-08-22,2024-08-24
ORD051882,GoTo Logistics,2021-11-30,2021-12-01
ORD051883,GoTo Logistics,2022-12-09,2022-12-10
ORD051884,AnterAja,2023-02-19,2023-02-22
ORD051885,JNE,2024-03-20,2024-03-22
ORD051886,JNE,2024-07-14,2024-07-20
ORD051887,GoTo Logistics,2023-02-08,2023-02-14
ORD051888,JNE,2024-01-24,2024-01-30
ORD051889,GoTo Logistics,2023-08-05,2023-08-11
ORD051890,GoTo Logistics,2022-05-02,2022-05-06
ORD051891,nan,2023-12-17,2023-12-18
ORD051892,JNE,2022-12-09,2022-12-14
ORD051893,SiCepat,2023-11-19,2023-11-20
ORD051894,JNE,2024-12-08,2024-12-11
ORD051895,GoTo Logistics,2023-03-25,2023-03-26
ORD051896,AnterAja,2022-05-26,2022-05-27
ORD051897,nan,2023-05-28,2023-06-01
ORD051898,JNE,2023-03-01,2023-02-27
ORD051899,JNE,2024-09-05,2024-09-03
ORD051900,JNE,2023-03-27,2023-03-29
ORD051901,GoTo Logistics,2022-05-31,2022-06-02
ORD051902,SiCepat,2022-09-28,2022-09-30
ORD051903,JNE,2023-08-07,2023-08-12
ORD051904,JNE,2024-05-24,2024-05-28
ORD051905,JNE,2023-05-07,2023-05-11
ORD051906,JNE,2023-06-17,2023-06-20
ORD051907,GoTo Logistics,2022-10-03,2022-10-09
ORD051908,AnterAja,2024-04-22,2024-04-28
ORD051909,GoTo Logistics,2023-07-27,2023-08-02
ORD051910,SiCepat,2024-09-11,2024-09-14
ORD051911,JNE,2024-06-06,2024-06-07
ORD051912,JNE,2023-08-18,2023-08-23
ORD051913,GoTo Logistics,2022-03-03,2022-03-09
ORD051914,JNE,2023-07-28,2023-07-31
ORD051915,SiCepat,2022-12-03,2022-12-08
ORD051916,GoTo Logistics,2023-07-02,2023-07-08
ORD051917,SiCepat,2022-07-02,2022-07-03
ORD051918,AnterAja,2022-10-03,2022-10-07
ORD051919,nan,2023-06-12,2023-06-16
ORD051920,nan,2022-10-23,2022-10-25
ORD051921,SiCepat,2024-09-21,2024-09-26
ORD051922,SiCepat,2023-10-30,2023-11-01
ORD051923,GoTo Logistics,2024-01-15,2024-01-16
ORD051924,AnterAja,2023-01-18,2023-01-24
ORD051925,nan,2023-04-14,2023-04-20
ORD051926,GoTo Logistics,2023-06-15,2023-06-21
ORD051927,SiCepat,2023-09-21,2023-09-24
ORD051928,JNE,2023-01-30,2023-02-05
ORD051929,GoTo Logistics,2023-08-25,2023-08-30
ORD051930,SiCepat,2024-01-05,2024-01-07
ORD051931,SiCepat,2024-02-06,2024-02-07
ORD051932,nan,2023-06-13,2023-06-19
ORD051933,AnterAja,2023-04-23,2023-04-25
ORD051934,JNE,2023-06-17,2023-06-23
ORD051935,JNE,2023-08-30,2023-08-31
ORD051936,nan,2023-05-13,2023-05-18
ORD051937,SiCepat,2023-09-05,2023-09-11
ORD051938,GoTo Logistics,2022-09-10,2022-09-14
ORD051939,GoTo Logistics,2023-02-13,2023-02-19
ORD051940,SiCepat,2023-06-20,2023-06-22
ORD051941,JNE,2023-11-23,2023-11-28
ORD051942,AnterAja,2022-10-11,2022-10-15
ORD051943,AnterAja,2023-10-29,2023-11-01
ORD051944,SiCepat,2024-03-15,2024-03-20
ORD051945,GoTo Logistics,2023-07-01,2023-07-03
ORD051946,JNE,2023-11-24,2023-11-26
ORD051947,JNE,2022-02-15,2022-02-21
ORD051948,GoTo Logistics,2022-07-29,2022-08-01
ORD051949,AnterAja,2024-12-01,2024-12-07
ORD051950,JNE,2024-05-23,2024-05-26
ORD051951,GoTo Logistics,2023-09-02,2023-09-04
ORD051952,GoTo Logistics,2023-06-25,2023-06-30
ORD051953,GoTo Logistics,2023-07-03,2023-07-08
ORD051954,SiCepat,2023-11-11,2023-11-13
ORD051955,GoTo Logistics,2023-04-09,2023-04-14
ORD051956,JNE,2023-02-01,2023-02-06
ORD051957,GoTo Logistics,2022-08-06,2022-08-11
ORD051958,GoTo Logistics,2023-06-01,2023-06-02
ORD051959,SiCepat,2023-11-09,2023-11-10
ORD051960,JNE,2022-11-19,2022-11-23
ORD051961,JNE,2024-10-17,2024-10-18
ORD051962,SiCepat,2023-07-27,2023-07-28
ORD051963,JNE,2023-10-25,2023-10-28
ORD051964,AnterAja,2023-05-03,2023-05-05
ORD051965,SiCepat,2023-06-16,2023-06-17
ORD051966,SiCepat,2024-09-08,2024-09-10
ORD051967,GoTo Logistics,2022-07-27,2022-07-29
ORD051968,GoTo Logistics,2022-09-28,2022-10-03
ORD051969,JNE,2023-08-19,2023-08-24
ORD051970,AnterAja,2023-10-28,2023-11-02
ORD051971,SiCepat,2023-04-03,2023-04-08
ORD051972,JNE,2023-09-17,2023-09-22
ORD051973,JNE,2024-03-05,2024-03-11
ORD051974,JNE,2023-04-15,2023-04-16
ORD051975,JNE,2022-11-27,2022-12-01
ORD051976,nan,2023-04-12,2023-04-13
ORD051977,SiCepat,2024-01-12,2024-01-17
ORD051978,JNE,2023-11-25,2023-11-26
ORD051979,SiCepat,2022-04-26,2022-04-30
ORD051980,nan,2024-10-27,2024-11-01
ORD051981,JNE,2023-02-22,2023-02-28
ORD051982,SiCepat,2023-06-13,2023-06-18
ORD051983,GoTo Logistics,2022-06-24,2022-06-29
ORD051984,GoTo Logistics,2023-10-11,2023-10-15
ORD051985,JNE,2023-11-10,2023-11-14
ORD051986,AnterAja,2023-11-25,2023-11-30
ORD051987,JNE,2023-02-02,2023-02-03
ORD051988,GoTo Logistics,2023-12-15,2023-12-16
ORD051989,SiCepat,2023-12-02,2023-12-04
ORD051990,SiCepat,2023-01-06,2023-01-10
ORD051991,GoTo Logistics,2022-11-26,2022-11-27
ORD051992,GoTo Logistics,2022-12-26,2022-12-23
ORD051993,GoTo Logistics,2023-05-06,2023-05-07
ORD051994,GoTo Logistics,2024-03-17,2024-03-23
ORD051995,JNE,2022-07-03,2022-07-06
ORD051996,SiCepat,2022-09-24,2022-09-30
ORD051997,AnterAja,2023-08-12,2023-08-15
ORD051998,GoTo Logistics,2022-04-29,2022-05-05
ORD051999,SiCepat,2023-09-02,2023-08-30
ORD052000,GoTo Logistics,2023-12-02,2023-12-03
ORD052001,GoTo Logistics,2023-06-24,2023-06-26
ORD052002,GoTo Logistics,2022-12-15,2022-12-16
ORD052003,GoTo Logistics,2021-11-09,2021-11-11
ORD052004,nan,2023-12-02,2023-12-08
ORD052005,JNE,2023-12-15,2023-12-20
ORD052006,JNE,2023-03-23,2023-03-28
ORD052007,JNE,2023-08-15,2023-08-11
ORD052008,SiCepat,2024-01-14,2024-01-15
ORD052009,GoTo Logistics,2023-09-15,2023-09-19
ORD052010,JNE,2023-01-13,2023-01-17
ORD052011,AnterAja,2023-09-06,2023-09-10
ORD052012,SiCepat,2023-09-01,2023-09-02
ORD052013,GoTo Logistics,2023-05-22,2023-05-27
ORD052014,GoTo Logistics,2023-09-16,2023-09-19
ORD052015,JNE,2022-06-11,2022-06-09
ORD052016,GoTo Logistics,2022-10-14,2022-10-20
ORD052017,GoTo Logistics,2023-11-16,2023-11-17
ORD052018,GoTo Logistics,2024-05-26,2024-05-27
ORD052019,SiCepat,2023-08-30,2023-09-05
ORD052020,GoTo Logistics,2024-11-12,2024-11-16
ORD052021,GoTo Logistics,2023-06-21,2023-06-27
ORD052022,JNE,2024-04-10,2024-04-12
ORD052023,AnterAja,2023-06-25,2023-06-27
ORD052024,GoTo Logistics,2024-03-18,2024-03-21
ORD052025,GoTo Logistics,2024-04-01,2024-04-02
ORD052026,JNE,2022-05-21,2022-05-25
ORD052027,AnterAja,2024-11-02,2024-11-08
ORD052028,GoTo Logistics,2023-01-08,2023-01-10
ORD052029,GoTo Logistics,2023-06-24,2023-06-26
ORD052030,SiCepat,2022-10-31,2022-11-01
ORD052031,GoTo Logistics,2023-06-26,2023-07-01
ORD052032,GoTo Logistics,2022-10-20,2022-10-24
ORD052033,JNE,2023-09-21,2023-09-26
ORD052034,SiCepat,2024-07-07,2024-07-10
ORD052035,GoTo Logistics,2022-08-02,2022-08-04
ORD052036,GoTo Logistics,2023-06-18,2023-06-23
ORD052037,GoTo Logistics,2024-04-25,2024-04-27
ORD052038,JNE,2024-01-31,2024-02-02
ORD052039,JNE,2024-07-27,2024-07-31
ORD052040,GoTo Logistics,2022-08-20,2022-08-23
ORD052041,GoTo Logistics,2022-05-31,2022-06-03
ORD052042,AnterAja,2023-07-17,2023-07-20
ORD052043,GoTo Logistics,2024-04-21,2024-04-22
ORD052044,GoTo Logistics,2024-10-21,2024-10-24
ORD052045,GoTo Logistics,2023-02-13,2023-02-16
ORD052046,nan,2023-03-16,2023-03-18
ORD052047,GoTo Logistics,2023-12-30,2024-01-04
ORD052048,AnterAja,2022-12-20,2022-12-26
ORD052049,GoTo Logistics,2024-02-11,2024-02-15
ORD052050,GoTo Logistics,2023-04-05,2023-04-11
ORD052051,AnterAja,2021-10-28,2021-10-24
ORD052052,SiCepat,2024-06-26,2024-06-28
ORD052053,SiCepat,2024-03-10,2024-03-16
ORD052054,GoTo Logistics,2023-04-10,2023-04-13
ORD052055,JNE,2023-03-16,2023-03-18
ORD052056,SiCepat,2023-02-14,2023-02-20
ORD052057,GoTo Logistics,2023-03-02,2023-03-06
ORD052058,JNE,2024-01-23,2024-01-29
ORD052059,GoTo Logistics,2023-11-13,2023-11-14
ORD052060,JNE,2022-04-15,2022-04-21
ORD052061,GoTo Logistics,2024-10-22,2024-10-24
ORD052062,JNE,2022-10-12,2022-10-14
ORD052063,GoTo Logistics,2023-10-13,2023-10-14
ORD052064,GoTo Logistics,2022-09-13,2022-09-16
ORD052065,GoTo Logistics,2022-12-22,2022-12-23
ORD052066,GoTo Logistics,2022-05-23,2022-05-24
ORD052067,GoTo Logistics,2023-03-30,2023-04-02
ORD052068,JNE,2022-12-29,2023-01-02
ORD052069,JNE,2023-09-29,2023-10-02
ORD052070,GoTo Logistics,2023-08-19,2023-08-20
ORD052071,SiCepat,2024-06-22,2024-06-24
ORD052072,GoTo Logistics,2023-10-19,2023-10-25
ORD052073,GoTo Logistics,2024-05-12,2024-05-17
ORD052074,JNE,2022-12-17,2022-12-18
ORD052075,JNE,2022-06-06,2022-06-11
ORD052076,JNE,2023-01-05,2023-01-09
ORD052077,JNE,2022-07-05,2022-07-11
ORD052078,GoTo Logistics,2023-06-21,2023-06-24
ORD052079,JNE,2022-04-11,2022-04-14
ORD052080,JNE,2023-08-25,2023-08-30
ORD052081,AnterAja,2024-08-05,2024-08-09
ORD052082,JNE,2023-02-06,2023-02-12
ORD052083,GoTo Logistics,2023-10-16,2023-10-12
ORD052084,JNE,2024-01-18,2024-01-22
ORD052085,JNE,2023-09-13,2023-09-17
ORD052086,SiCepat,2023-09-06,2023-09-08
ORD052087,AnterAja,2023-07-24,2023-07-26
ORD052088,SiCepat,2023-03-17,2023-03-20
ORD052089,JNE,2023-10-05,2023-10-06
ORD052090,GoTo Logistics,2023-05-08,2023-05-09
ORD052091,GoTo Logistics,2022-12-15,2022-12-20
ORD052092,SiCepat,2024-01-04,2024-01-06
ORD052093,JNE,2023-08-03,2023-08-04
ORD052094,JNE,2023-04-24,2023-04-28
ORD052095,GoTo Logistics,2024-03-25,2024-03-30
ORD052096,GoTo Logistics,2022-01-13,2022-01-16
ORD052097,GoTo Logistics,2022-07-26,2022-07-28
ORD052098,SiCepat,2024-06-09,2024-06-12
ORD052099,nan,2023-06-18,2023-06-19
ORD052100,GoTo Logistics,2022-11-21,2022-11-23
ORD052101,nan,2023-10-08,2023-10-10
ORD052102,GoTo Logistics,2022-10-23,2022-10-27
ORD052103,nan,2024-09-28,2024-10-01
ORD052104,GoTo Logistics,2022-01-31,2022-02-03
ORD052105,JNE,2023-07-14,2023-07-17
ORD052106,GoTo Logistics,2022-09-18,2022-09-21
ORD052107,GoTo Logistics,2022-08-18,2022-08-23
ORD052108,GoTo Logistics,2023-04-11,2023-04-14
ORD052109,GoTo Logistics,2023-12-21,2023-12-22
ORD052110,GoTo Logistics,2022-07-22,2022-07-27
ORD052111,GoTo Logistics,2024-09-13,2024-09-19
ORD052112,JNE,2023-06-28,2023-06-30
ORD052113,SiCepat,2024-08-26,2024-09-01
ORD052114,SiCepat,2023-02-04,2023-02-10
ORD052115,GoTo Logistics,2023-08-23,2023-08-28
ORD052116,SiCepat,2023-08-13,2023-08-14
ORD052117,GoTo Logistics,2024-02-01,2024-02-04
ORD052118,JNE,2023-12-04,2023-12-08
ORD052119,GoTo Logistics,2022-10-21,2022-10-24
ORD052120,SiCepat,2024-03-18,2024-03-23
ORD052121,SiCepat,2023-02-17,2023-02-20
ORD052122,JNE,2023-06-04,2023-05-31
ORD052123,GoTo Logistics,2022-12-03,2022-12-08
ORD052124,SiCepat,2024-01-06,2024-01-12
ORD052125,AnterAja,2023-12-02,2023-12-08
ORD052126,GoTo Logistics,2023-02-13,2023-02-11
ORD052127,AnterAja,2022-06-28,2022-07-03
ORD052128,SiCepat,2023-02-12,2023-02-15
ORD052129,GoTo Logistics,2022-06-27,2022-06-30
ORD052130,GoTo Logistics,2023-09-07,2023-09-10
ORD052131,JNE,2023-12-05,2023-12-10
ORD052132,SiCepat,2023-04-22,2023-04-24
ORD052133,SiCepat,2023-02-18,2023-02-19
ORD052134,JNE,2023-04-07,2023-04-11
ORD052135,GoTo Logistics,2023-06-07,2023-06-13
ORD052136,AnterAja,2023-02-10,2023-02-11
ORD052137,GoTo Logistics,2022-11-24,2022-11-25
ORD052138,GoTo Logistics,2023-10-07,2023-10-09
ORD052139,GoTo Logistics,2023-10-19,2023-10-22
ORD052140,JNE,2024-01-16,2024-01-19
ORD052141,GoTo Logistics,2023-01-31,2023-02-06
ORD052142,AnterAja,2022-07-12,2022-07-15
ORD052143,JNE,2023-06-08,2023-06-14
ORD052144,JNE,2023-07-03,2023-07-07
ORD052145,JNE,2023-06-01,2023-06-06
ORD052146,JNE,2023-03-26,2023-03-27
ORD052147,JNE,2023-09-04,2023-09-08
ORD052148,AnterAja,2023-03-16,2023-03-17
ORD052149,GoTo Logistics,2022-07-06,2022-07-08
ORD052150,GoTo Logistics,2024-01-13,2024-01-19
ORD052151,GoTo Logistics,2024-07-02,2024-07-06
ORD052152,JNE,2023-09-23,2023-09-25
ORD052153,SiCepat,2023-03-10,2023-03-16
ORD052154,SiCepat,2022-12-01,2022-12-02
ORD052155,GoTo Logistics,2024-06-12,2024-06-17
ORD052156,SiCepat,2022-10-01,2022-10-06
ORD052157,GoTo Logistics,2023-07-31,2023-07-28
ORD052158,AnterAja,2023-05-07,2023-05-12
ORD052159,GoTo Logistics,2022-08-01,2022-08-07
ORD052160,GoTo Logistics,2023-06-04,2023-06-09
ORD052161,SiCepat,2022-07-08,2022-07-12
ORD052162,JNE,2023-11-18,2023-11-22
ORD052163,SiCepat,2023-08-25,2023-08-30
ORD052164,nan,2023-08-09,2023-08-06
ORD052165,SiCepat,2023-01-02,2023-01-03
ORD052166,JNE,2022-12-30,2023-01-05
ORD052167,nan,2023-03-05,2023-03-02
ORD052168,GoTo Logistics,2023-02-06,2023-02-07
ORD052169,AnterAja,2024-08-16,2024-08-19
ORD052170,JNE,2023-07-27,2023-08-02
ORD052171,GoTo Logistics,2023-05-12,2023-05-15
ORD052172,nan,2024-05-27,2024-06-01
ORD052173,GoTo Logistics,2023-10-16,2023-10-21
ORD052174,GoTo Logistics,2023-07-03,2023-07-08
ORD052175,JNE,2024-01-22,2024-01-28
ORD052176,GoTo Logistics,2024-05-24,2024-05-25
ORD052177,GoTo Logistics,2024-03-20,2024-03-25
ORD052178,JNE,2023-02-22,2023-02-26
ORD052179,JNE,2023-11-20,2023-11-25
ORD052180,JNE,2022-11-04,2022-11-10
ORD052181,SiCepat,2022-12-29,2022-12-31
ORD052182,GoTo Logistics,2023-10-18,2023-10-23
ORD052183,GoTo Logistics,2022-05-26,2022-05-28
ORD052184,JNE,2024-10-18,2024-10-24
ORD052185,GoTo Logistics,2022-07-25,2022-07-26
ORD052186,GoTo Logistics,2023-06-12,2023-06-17
ORD052187,GoTo Logistics,2024-05-20,2024-05-22
ORD052188,GoTo Logistics,2022-08-04,2022-08-06
ORD052189,GoTo Logistics,2024-08-03,2024-08-04
ORD052190,nan,2022-12-18,2022-12-22
ORD052191,GoTo Logistics,2023-12-19,2023-12-22
ORD052192,GoTo Logistics,2023-09-19,2023-09-23
ORD052193,JNE,2024-04-06,2024-04-07
ORD052194,JNE,2024-01-11,2024-01-17
ORD052195,JNE,2023-03-19,2023-03-24
ORD052196,JNE,2023-05-09,2023-05-11
ORD052197,JNE,2023-11-08,2023-11-12
ORD052198,AnterAja,2023-08-07,2023-08-11
ORD052199,GoTo Logistics,2022-04-14,2022-04-11
ORD052200,GoTo Logistics,2024-02-18,2024-02-19
ORD052201,GoTo Logistics,2023-06-02,2023-06-06
ORD052202,SiCepat,2023-06-28,2023-06-30
ORD052203,GoTo Logistics,2023-04-30,2023-05-06
ORD052204,JNE,2023-04-09,2023-04-11
ORD052205,JNE,2023-10-29,2023-10-31
ORD052206,JNE,2023-01-04,2023-01-10
ORD052207,nan,2024-03-16,2024-03-20
ORD052208,AnterAja,2024-05-15,2024-05-19
ORD052209,JNE,2024-11-05,2024-11-07
ORD052210,JNE,2023-10-17,2023-10-20
ORD052211,GoTo Logistics,2022-08-18,2022-08-15
ORD052212,GoTo Logistics,2023-10-29,2023-10-31
ORD052213,SiCepat,2024-04-18,2024-04-22
ORD052214,GoTo Logistics,2023-10-13,2023-10-17
ORD052215,SiCepat,2023-09-30,2023-10-05
ORD052216,AnterAja,2023-03-02,2023-03-05
ORD052217,nan,2023-07-13,2023-07-16
ORD052218,GoTo Logistics,2024-06-28,2024-06-30
ORD052219,JNE,2024-01-07,2024-01-09
ORD052220,SiCepat,2022-08-10,2022-08-14
