order_id,user_id,order_date,payment_method,promo_amount,total_amount
ORD041141,USR15234,2024-09-06,Mandiri VA,20000,1213490
ORD041142,USR27636,2024-04-07,BCA Virtual Account,0,1656710
ORD041143,USR04757,2022-09-02,COD,0,1646652
ORD041144,USR20489,2023-05-03,ovo,0,1965365
ORD041145,USR06579,2024-02-01,OVO,0,1912943
ORD041146,USR05836,2022-11-19,COD,10000,1593192
ORD041147,USR14900,2023-11-07,ovo,10000,529496
ORD041148,USR49491,2023-01-04,COD,0,414013
ORD041149,USR48224,2023-10-15,bca va,0,1175760
ORD041150,USR14108,2023-08-02,Mandiri VA,0,1762983
ORD041151,USR28842,2024-01-10,bca va,20000,1175493
ORD041152,USR17136,2023-04-13,gopay,0,1382663
ORD041153,USR49722,2022-10-27,Mandiri VA,10000,503197
ORD041154,USR49892,2022-10-20,Mandiri VA,0,478393
ORD041155,USR46252,2023-01-15,OVO,0,1448618
ORD041156,USR18032,2023-09-10,Mandiri VA,10000,1647086
ORD041157,USR21938,2024-02-01,gopay,0,1771917
ORD041158,USR03049,2023-11-25,GO-PAY,10000,1087792
ORD041159,USR45880,2023-03-01,COD,0,1543440
ORD041160,USR23930,2023-08-06,gopay,10000,1682112
ORD041161,USR48174,2024-03-09,OVO,0,1578921
ORD041162,USR05192,2023-06-10,GoPay,50000,1175555
ORD041163,USR26166,2023-04-02,BCA Virtual Account,20000,850621
ORD041164,USR09618,2022-10-10,Mandiri VA,10000,601352
ORD041165,USR43916,2024-06-07,OVO,20000,1716865
ORD041166,USR18924,2023-02-11,ovo,0,275505
ORD041167,USR27320,2022-07-06,BCA Virtual Account,0,-150000
ORD041168,USR28261,2023-04-26,BCA Virtual Account,0,177561
ORD041169,USR22990,2024-08-22,bca va,20000,223878
ORD041170,USR38186,2024-04-07,BCA Virtual Account,10000,90492
ORD041171,USR01491,2024-03-27,gopay,0,859399
ORD041172,USR39976,2023-02-12,BCA Virtual Account,0,478462
ORD041173,USR06805,2023-10-07,ovo,0,278160
ORD041174,USR37140,2022-12-13,COD,0,1878849
ORD041175,USR49560,2023-07-14,BCA Virtual Account,0,313185
ORD041176,USR37344,2022-12-29,OVO,10000,669035
ORD041177,USR39724,2024-07-13,GO-PAY,10000,243480
ORD041178,USR01743,2022-09-18,OVO,20000,1041021
ORD041179,USR14919,2022-11-07,GO-PAY,20000,488871
ORD041180,USR45977,2022-09-05,ovo,0,277044
ORD041181,USR13556,2021-12-08,GoPay,0,146600
ORD041182,USR37244,2022-11-07,gopay,0,1346360
ORD041183,USR16631,2022-10-05,BCA Virtual Account,0,118191
ORD041184,USR10737,2023-09-01,bca va,0,141474
ORD041185,USR32042,2022-05-27,OVO,20000,1865929
ORD041186,USR44049,2024-05-25,GO-PAY,0,68961
ORD041187,USR15133,2023-05-24,BCA Virtual Account,20000,235133
ORD041188,USR04462,2023-05-10,BCA Virtual Account,0,556062
ORD041189,USR14551,2024-06-06,COD,10000,1676649
ORD041190,USR37820,2024-05-08,COD,0,1366335
ORD041191,USR39732,2023-12-18,GoPay,10000,1556577
ORD041192,USR07354,2022-11-28,ovo,0,1488479
ORD041193,USR30421,2022-11-24,BCA Virtual Account,0,133200
ORD041194,USR43559,2022-12-05,BCA Virtual Account,10000,1795837
ORD041195,USR11196,2023-07-08,OVO,10000,234726
ORD041196,USR00669,2023-03-11,gopay,10000,983371
ORD041197,USR16540,2024-02-03,bca va,0,1505112
ORD041198,USR07926,2023-08-20,GoPay,20000,1026747
ORD041199,USR22227,2024-06-28,GO-PAY,20000,1545544
ORD041200,USR17017,2024-03-20,GO-PAY,0,1413089
ORD041201,USR44572,2023-09-26,ovo,10000,439884
ORD041202,USR28164,2023-08-25,Mandiri VA,10000,981909
ORD041203,USR46032,2022-07-02,COD,10000,1207687
ORD041204,USR05295,2023-01-04,BCA Virtual Account,0,1383783
ORD041205,USR08417,2022-11-24,COD,50000,1406695
ORD041206,USR13238,2022-09-03,GoPay,0,484932
ORD041207,USR01664,2023-02-06,Mandiri VA,20000,1050220
ORD041208,USR32281,2022-10-19,GO-PAY,0,76812
ORD041209,USR29388,2022-04-14,COD,0,1929247
ORD041210,USR46505,2023-11-11,bca va,0,1571588
ORD041211,USR15068,2022-07-31,GO-PAY,0,1936402
ORD041212,USR13300,2022-08-11,GO-PAY,0,1569945
ORD041213,USR37962,2023-10-23,GO-PAY,0,729662
ORD041214,USR40449,2023-10-04,OVO,0,1909444
ORD041215,USR49364,2024-05-13,Mandiri VA,0,1892574
ORD041216,USR03181,2023-07-31,Mandiri VA,0,748987
ORD041217,USR31782,2023-11-27,Mandiri VA,0,1317913
ORD041218,USR01642,2023-01-21,ovo,20000,1227904
ORD041219,USR31948,2024-04-06,COD,10000,1668071
ORD041220,USR32710,2023-04-14,BCA Virtual Account,0,1430920
ORD041221,USR39812,2023-06-18,BCA Virtual Account,0,1022880
ORD041222,USR47120,2023-02-05,bca va,0,129984
ORD041223,USR15623,2024-04-02,gopay,0,1998450
ORD041224,USR05874,2022-09-26,ovo,0,1037180
ORD041225,USR42666,2023-07-14,Mandiri VA,0,376877
ORD041226,USR02430,2024-10-19,GoPay,20000,1137212
ORD041227,USR06469,2024-02-25,COD,50000,550212
ORD041228,USR45118,2024-02-29,COD,20000,1064395
ORD041229,USR01526,2022-06-15,COD,20000,464504
ORD041230,USR36169,2023-05-22,Mandiri VA,0,98897
ORD041231,USR17235,2024-02-08,BCA Virtual Account,0,1350261
ORD041232,USR11776,2024-01-26,GoPay,0,1947119
ORD041233,USR15063,2023-12-24,ovo,10000,1607782
ORD041234,USR10313,2023-05-21,GO-PAY,20000,126389
ORD041235,USR32097,2023-05-26,ovo,10000,1542994
ORD041236,USR02747,2023-02-10,COD,0,91228
ORD041237,USR12221,2023-03-18,ovo,20000,548113
ORD041238,USR20070,2023-05-18,BCA Virtual Account,20000,716104
ORD041239,USR34282,2023-07-21,GoPay,0,421830
ORD041240,USR48509,2023-03-16,Mandiri VA,0,761276
ORD041241,USR24421,2023-07-20,OVO,0,262897
ORD041242,USR38728,2023-08-29,GO-PAY,0,1221659
ORD041243,USR49634,2023-12-21,GO-PAY,10000,85134
ORD041244,USR12037,2023-04-30,OVO,0,1521047
ORD041245,USR24109,2021-11-12,BCA Virtual Account,0,168546
ORD041246,USR38786,2022-07-27,BCA Virtual Account,50000,1938679
ORD041247,USR06016,2024-03-30,gopay,10000,1386213
ORD041248,USR05761,2024-01-16,Mandiri VA,0,886659
ORD041249,USR39972,2024-04-25,COD,0,1935072
ORD041250,USR13240,2023-09-28,ovo,0,968774
ORD041251,USR40679,2023-06-26,ovo,0,1040377
ORD041252,USR38717,2023-01-15,Mandiri VA,0,819636
ORD041253,USR21889,2023-10-09,gopay,0,782584
ORD041254,USR47949,2024-02-08,OVO,0,1618871
ORD041255,USR48144,2022-09-26,GoPay,0,1444932
ORD041256,USR01473,2022-12-25,BCA Virtual Account,0,1666640
ORD041257,USR38429,2023-12-17,bca va,0,1089819
ORD041258,USR14333,2023-02-24,gopay,10000,624138
ORD041259,USR24753,2023-07-03,GoPay,0,1065761
ORD041260,USR47306,2023-12-13,COD,0,1867833
ORD041261,USR09489,2024-01-19,OVO,0,168482
ORD041262,USR13295,2023-03-28,ovo,0,942263
ORD041263,USR28560,2023-09-13,BCA Virtual Account,20000,249360
ORD041264,USR37214,2024-07-12,GO-PAY,0,258850
ORD041265,USR49572,2022-05-06,COD,0,1983157
ORD041266,USR41189,2023-04-18,COD,0,68639
ORD041267,USR01143,2023-07-13,ovo,0,1587236
ORD041268,USR06135,2024-02-22,Mandiri VA,10000,373908
ORD041269,USR47249,2023-09-24,GO-PAY,0,158994
ORD041270,USR48599,2024-08-08,ovo,20000,1323801
ORD041271,USR36555,2022-11-01,Mandiri VA,50000,-150000
ORD041272,USR04015,2022-05-20,bca va,20000,807042
ORD041273,USR23668,2024-08-15,GO-PAY,0,1657404
ORD041274,USR12096,2023-12-27,BCA Virtual Account,0,1822721
ORD041275,USR25661,2023-01-30,BCA Virtual Account,50000,1260471
ORD041276,USR13687,2024-10-12,bca va,10000,1771661
ORD041277,USR48616,2023-06-19,gopay,0,1608722
ORD041278,USR04748,2023-10-08,bca va,0,689315
ORD041279,USR46094,2024-03-16,GoPay,0,898893
ORD041280,USR14017,2022-07-09,bca va,0,928935
ORD041281,USR46542,2024-04-27,gopay,0,1752157
ORD041282,USR36921,2023-10-13,BCA Virtual Account,0,1189309
ORD041283,USR30350,2024-01-19,gopay,0,1281234
ORD041284,USR07857,2024-10-04,GO-PAY,10000,1476926
ORD041285,USR11256,2024-01-05,Mandiri VA,0,1868214
ORD041286,USR45734,2024-07-22,OVO,10000,999999999
ORD041287,USR43372,2023-09-20,BCA Virtual Account,0,1603685
ORD041288,USR01440,2022-12-11,COD,0,790964
ORD041289,USR18208,2022-08-21,BCA Virtual Account,0,393770
ORD041290,USR23736,2024-01-18,GO-PAY,0,-150000
ORD041291,USR38791,2024-03-10,BCA Virtual Account,20000,1180087
ORD041292,USR33548,2023-11-15,GoPay,0,589098
ORD041293,USR33727,2024-04-25,Mandiri VA,0,448724
ORD041294,USR13197,2023-08-02,gopay,10000,118060
ORD041295,USR33335,2022-12-22,ovo,20000,1082939
ORD041296,USR06271,2022-07-08,GoPay,20000,1595446
ORD041297,USR46630,2022-07-05,Mandiri VA,0,920163
ORD041298,USR12125,2024-01-10,GO-PAY,0,203200
ORD041299,USR25942,2023-05-19,bca va,10000,1914460
ORD041300,USR35387,2023-12-24,GoPay,0,-150000
ORD041301,USR07401,2024-05-08,Mandiri VA,0,689611
ORD041302,USR06670,2023-11-10,gopay,20000,311543
ORD041303,USR23023,2023-03-13,bca va,10000,1000676
ORD041304,USR30733,2024-02-19,GO-PAY,0,1202029
ORD041305,USR20336,2023-09-18,COD,20000,1380348
ORD041306,USR24256,2024-05-28,bca va,0,1077614
ORD041307,USR46725,2024-05-26,bca va,0,612107
ORD041308,USR31294,2024-06-19,OVO,20000,411587
ORD041309,USR03342,2022-11-02,Mandiri VA,10000,1790235
ORD041310,USR02600,2023-03-19,GO-PAY,50000,1364230
ORD041311,USR16130,2023-02-28,gopay,0,319452
ORD041312,USR16569,2022-04-28,GO-PAY,0,324920
ORD041313,USR25360,2022-10-25,GoPay,50000,948960
ORD041314,USR26472,2024-05-09,ovo,0,1510391
ORD041315,USR16322,2023-11-11,BCA Virtual Account,0,607612
ORD041316,USR07158,2022-07-06,COD,0,606173
ORD041317,USR43126,2022-06-09,OVO,0,1276600
ORD041318,USR07096,2023-01-25,BCA Virtual Account,0,698332
ORD041319,USR29418,2023-06-12,BCA Virtual Account,0,1477809
ORD041320,USR08357,2024-03-01,Mandiri VA,20000,1890786
ORD041321,USR11595,2024-06-18,OVO,20000,272164
ORD041322,USR48969,2023-05-20,GoPay,0,1382377
ORD041323,USR25568,2023-01-29,GO-PAY,0,480556
ORD041324,USR23644,2022-11-12,gopay,0,246820
ORD041325,USR32998,2023-02-28,gopay,0,1319263
ORD041326,USR31233,2023-10-08,OVO,0,311981
ORD041327,USR04956,2024-03-12,BCA Virtual Account,0,328976
ORD041328,USR37247,2022-09-11,GO-PAY,50000,1402659
ORD041329,USR35923,2023-09-20,gopay,0,1009190
ORD041330,USR13559,2023-03-27,GO-PAY,0,302357
ORD041331,USR05412,2024-01-01,Mandiri VA,0,603630
ORD041332,USR18608,2023-12-24,COD,0,1420752
ORD041333,USR04259,2024-03-19,ovo,0,1917254
ORD041334,USR12081,2022-09-20,COD,0,1538047
ORD041335,USR35600,2024-06-25,Mandiri VA,0,1409768
ORD041336,USR47063,2024-01-05,Mandiri VA,0,1260836
ORD041337,USR31382,2024-06-15,Mandiri VA,0,1532645
ORD041338,USR44029,2022-09-16,bca va,0,859947
ORD041339,USR09802,2024-01-31,ovo,0,100798
ORD041340,USR12148,2024-06-15,GO-PAY,0,1497422
ORD041341,USR47032,2023-11-09,OVO,20000,1612673
ORD041342,USR37389,2022-12-08,OVO,0,1756699
ORD041343,USR01377,2024-02-14,bca va,10000,399122
ORD041344,USR35505,2021-12-25,GoPay,10000,85037
ORD041345,USR10135,2022-05-15,GoPay,0,781746
ORD041346,USR46432,2024-02-28,COD,0,882632
ORD041347,USR19034,2023-12-27,OVO,20000,174993
ORD041348,USR45715,2023-10-23,BCA Virtual Account,50000,1564801
ORD041349,USR38533,2023-02-05,GO-PAY,0,1332536
ORD041350,USR23981,2023-12-29,COD,0,896398
ORD041351,USR34663,2023-03-10,OVO,0,699854
ORD041352,USR32077,2023-08-30,gopay,0,187708
ORD041353,USR26844,2023-12-28,gopay,20000,272686
ORD041354,USR37033,2023-06-15,bca va,20000,1695993
ORD041355,USR27624,2022-11-15,BCA Virtual Account,0,343443
ORD041356,USR27326,2023-03-30,Mandiri VA,0,1155674
ORD041357,USR13862,2024-11-10,Mandiri VA,0,780826
ORD041358,USR14389,2023-07-17,ovo,20000,1581451
ORD041359,USR36645,2022-06-13,GoPay,0,706397
ORD041360,USR41682,2022-08-10,Mandiri VA,0,833035
ORD041361,USR45556,2023-08-28,gopay,0,963171
ORD041362,USR43449,2023-09-01,BCA Virtual Account,10000,650778
ORD041363,USR28614,2024-01-15,Mandiri VA,0,136832
ORD041364,USR16635,2022-11-21,ovo,10000,385315
ORD041365,USR20641,2023-01-18,COD,20000,169332
ORD041366,USR25382,2023-11-12,GoPay,0,1705455
ORD041367,USR31864,2023-09-15,gopay,20000,137605
ORD041368,USR48860,2024-02-17,ovo,20000,1368493
ORD041369,USR05776,2024-06-07,GoPay,0,998294
ORD041370,USR20734,2023-01-11,OVO,0,177594
ORD041371,USR36059,2022-11-20,BCA Virtual Account,0,1666159
ORD041372,USR40188,2022-11-14,BCA Virtual Account,0,70189
ORD041373,USR12734,2024-06-06,GoPay,0,296784
ORD041374,USR19064,2022-08-16,GO-PAY,0,573654
ORD041375,USR48346,2023-09-17,bca va,10000,-150000
ORD041376,USR45926,2024-01-16,bca va,20000,1193137
ORD041377,USR46638,2024-03-21,gopay,0,986874
ORD041378,USR22689,2023-11-01,OVO,50000,1577320
ORD041379,USR02588,2023-04-29,GO-PAY,0,1683813
ORD041380,USR22643,2023-11-16,bca va,0,961149
ORD041381,USR19359,2023-08-16,OVO,20000,189453
ORD041382,USR42567,2022-12-19,bca va,0,1729525
ORD041383,USR08634,2024-02-04,GoPay,10000,350742
ORD041384,USR42570,2022-11-25,gopay,10000,614429
ORD041385,USR45814,2022-12-28,bca va,0,1402524
ORD041386,USR28023,2024-09-15,bca va,20000,411109
ORD041387,USR16694,2022-10-26,Mandiri VA,10000,557743
ORD041388,USR49003,2023-08-12,GO-PAY,0,1986382
ORD041389,USR30063,2022-11-21,ovo,0,155285
ORD041390,USR37100,2023-06-17,bca va,20000,1230783
ORD041391,USR38397,2023-11-30,GO-PAY,10000,548208
ORD041392,USR09483,2022-12-13,Mandiri VA,10000,1007565
ORD041393,USR27582,2023-05-25,COD,10000,588948
ORD041394,USR19608,2022-07-07,OVO,10000,1615680
ORD041395,USR41015,2023-04-03,Mandiri VA,0,1602310
ORD041396,USR09576,2023-03-28,BCA Virtual Account,20000,492165
ORD041397,USR27790,2023-05-03,OVO,20000,222047
ORD041398,USR36640,2022-10-12,GO-PAY,0,724431
ORD041399,USR04716,2023-11-22,ovo,20000,747631
ORD041400,USR23633,2022-08-28,GO-PAY,0,1769109
ORD041401,USR05556,2023-04-14,gopay,0,738069
ORD041402,USR43365,2023-11-17,ovo,0,676493
ORD041403,USR03452,2022-08-29,GoPay,0,1084686
ORD041404,USR41245,2022-10-04,GO-PAY,20000,1681257
ORD041405,USR01452,2023-04-17,Mandiri VA,10000,1159022
ORD041406,USR00746,2022-11-10,ovo,20000,287926
ORD041407,USR35216,2023-04-16,gopay,0,642574
ORD041408,USR29738,2024-01-15,ovo,10000,602988
ORD041409,USR18771,2024-02-10,bca va,0,715188
ORD041410,USR41903,2022-10-15,bca va,0,185005
ORD041411,USR43742,2023-01-28,Mandiri VA,0,-150000
ORD041412,USR45523,2023-03-02,BCA Virtual Account,0,1918672
ORD041413,USR17262,2024-05-17,GoPay,0,1244160
ORD041414,USR01748,2023-08-01,Mandiri VA,0,1067644
ORD041415,USR02762,2023-06-04,OVO,20000,1494544
ORD041416,USR22829,2022-12-18,GoPay,0,1361782
ORD041417,USR20884,2022-03-11,BCA Virtual Account,0,1130726
ORD041418,USR39867,2023-02-04,BCA Virtual Account,0,1028692
ORD041419,USR34903,2024-03-24,OVO,10000,1458936
ORD041420,USR03203,2023-07-06,OVO,0,1408520
ORD041421,USR37787,2022-12-19,bca va,0,1287408
ORD041422,USR45077,2023-01-17,COD,0,1547193
ORD041423,USR01931,2022-11-24,gopay,0,559546
ORD041424,USR12242,2022-12-12,OVO,0,687307
ORD041425,USR26083,2022-05-31,Mandiri VA,0,450204
ORD041426,USR39677,2024-05-13,GoPay,10000,1254065
ORD041427,USR07916,2023-12-24,COD,0,1032715
ORD041428,USR34340,2022-08-23,Mandiri VA,0,1222773
ORD041429,USR45240,2023-01-29,GO-PAY,0,1121801
ORD041430,USR30068,2021-12-12,GO-PAY,20000,773322
ORD041431,USR20579,2023-10-01,BCA Virtual Account,0,578604
ORD041432,USR39468,2023-07-20,bca va,0,1773980
ORD041433,USR32721,2023-10-13,BCA Virtual Account,0,1597967
ORD041434,USR03515,2024-03-20,GO-PAY,10000,810551
ORD041435,USR26383,2023-09-14,Mandiri VA,10000,1091094
ORD041436,USR15028,2022-03-27,ovo,20000,218693
ORD041437,USR02843,2023-06-16,GO-PAY,10000,1526421
ORD041438,USR48656,2023-09-12,BCA Virtual Account,0,409274
ORD041439,USR39789,2023-10-22,OVO,50000,213380
ORD041440,USR03877,2022-07-23,BCA Virtual Account,0,128323
ORD041441,USR06447,2023-04-01,gopay,0,1710376
ORD041442,USR10442,2022-04-06,GoPay,0,579002
ORD041443,USR10739,2024-06-30,COD,0,1586300
ORD041444,USR26054,2022-07-16,OVO,20000,1085509
ORD041445,USR31319,2023-08-30,ovo,0,860700
ORD041446,USR45792,2023-11-08,gopay,0,1585723
ORD041447,USR01770,2023-07-13,Mandiri VA,50000,1025291
ORD041448,USR12929,2023-01-06,COD,0,292392
ORD041449,USR34221,2023-12-22,BCA Virtual Account,0,993008
ORD041450,USR00614,2023-05-27,GoPay,0,51781
ORD041451,USR28642,2023-06-12,ovo,20000,647293
ORD041452,USR23299,2024-01-16,OVO,0,1657592
ORD041453,USR41195,2023-10-30,COD,0,531239
ORD041454,USR17834,2022-07-03,COD,0,1296156
ORD041455,USR29492,2024-09-05,bca va,0,999999999
ORD041456,USR18807,2024-05-11,OVO,0,742043
ORD041457,USR14667,2023-08-14,GoPay,0,1397827
ORD041458,USR05960,2023-05-20,COD,10000,1853083
ORD041459,USR36145,2023-11-09,OVO,0,850196
ORD041460,USR43327,2022-11-13,Mandiri VA,10000,1379322
ORD041461,USR48042,2023-04-25,COD,10000,1664497
ORD041462,USR12703,2024-01-21,bca va,0,1136036
ORD041463,USR06860,2023-11-15,bca va,0,880064
ORD041464,USR23839,2022-10-24,GoPay,0,1600075
ORD041465,USR24364,2023-02-10,gopay,0,999999999
ORD041466,USR46020,2022-11-20,GoPay,20000,1079462
ORD041467,USR49016,2023-06-10,Mandiri VA,10000,1584132
ORD041468,USR36214,2022-05-05,GO-PAY,0,1276830
ORD041469,USR04655,2023-08-30,GO-PAY,0,1904946
ORD041470,USR39451,2022-05-14,bca va,0,786410
ORD041471,USR06674,2024-07-15,GO-PAY,10000,826365
ORD041472,USR30220,2022-11-20,Mandiri VA,10000,184509
ORD041473,USR11844,2024-09-13,COD,0,1728973
ORD041474,USR29973,2023-03-03,COD,20000,97039
ORD041475,USR09592,2022-10-14,GoPay,0,1876515
ORD041476,USR48901,2023-07-18,Mandiri VA,0,666605
ORD041477,USR05865,2023-12-02,GoPay,0,1402749
ORD041478,USR36221,2022-08-26,Mandiri VA,0,1548890
ORD041479,USR36341,2023-04-24,gopay,50000,1883079
ORD041480,USR01496,2024-02-09,COD,0,688320
ORD041481,USR18834,2023-07-29,OVO,0,1377169
ORD041482,USR28676,2024-02-22,GO-PAY,0,187394
ORD041483,USR20333,2022-06-28,Mandiri VA,0,306740
ORD041484,USR41724,2023-12-15,BCA Virtual Account,0,914825
ORD041485,USR46808,2023-03-14,BCA Virtual Account,0,625434
ORD041486,USR40438,2024-02-02,OVO,0,1921422
ORD041487,USR41809,2024-09-05,GO-PAY,50000,627416
ORD041488,USR10754,2024-03-20,COD,0,1393000
ORD041489,USR36755,2023-02-22,ovo,0,1800346
ORD041490,USR37394,2024-03-15,GoPay,0,1073891
ORD041491,USR26876,2024-06-14,COD,50000,386251
ORD041492,USR46675,2024-01-01,BCA Virtual Account,0,67508
ORD041493,USR11904,2022-10-05,bca va,20000,243287
ORD041494,USR14900,2024-02-03,OVO,0,739286
ORD041495,USR02253,2023-06-11,bca va,10000,1586647
ORD041496,USR38769,2024-01-02,ovo,20000,1949498
ORD041497,USR10156,2023-04-27,bca va,0,240156
ORD041498,USR31491,2023-08-26,OVO,20000,978506
ORD041499,USR15524,2023-06-28,GoPay,0,1722072
ORD041500,USR35212,2023-10-21,COD,10000,221754
ORD041501,USR01680,2023-03-23,OVO,0,1522061
ORD041502,USR07685,2023-02-27,COD,0,153805
ORD041503,USR12622,2022-09-30,Mandiri VA,0,443589
ORD041504,USR20733,2022-07-19,bca va,0,755095
ORD041505,USR00419,2024-04-26,Mandiri VA,0,89715
ORD041506,USR11395,2023-01-03,bca va,20000,1353564
ORD041507,USR32425,2023-08-07,COD,0,1611461
ORD041508,USR28912,2022-05-01,Mandiri VA,0,803478
ORD041509,USR29183,2024-03-05,gopay,20000,1035858
ORD041510,USR30268,2023-08-12,Mandiri VA,20000,624291
ORD041511,USR36162,2022-07-19,COD,10000,810966
ORD041512,USR09075,2022-12-02,OVO,20000,344208
ORD041513,USR27983,2024-07-03,OVO,0,794765
ORD041514,USR48877,2023-11-05,GO-PAY,20000,1923562
ORD041515,USR27020,2024-06-27,OVO,0,1689871
ORD041516,USR41073,2024-01-08,COD,0,1977928
ORD041517,USR14181,2022-12-12,gopay,10000,920571
ORD041518,USR37662,2024-02-01,GoPay,0,225805
ORD041519,USR20615,2023-07-31,GoPay,0,1710712
ORD041520,USR49153,2023-03-24,BCA Virtual Account,0,1135980
ORD041521,USR44393,2023-03-13,ovo,20000,1107565
ORD041522,USR21606,2023-01-29,GoPay,0,1274316
ORD041523,USR43558,2023-02-14,BCA Virtual Account,10000,774573
ORD041524,USR49708,2023-01-10,bca va,10000,567406
ORD041525,USR13946,2023-05-24,Mandiri VA,0,1019154
ORD041526,USR11729,2022-03-05,BCA Virtual Account,0,1351780
ORD041527,USR26045,2023-06-29,bca va,10000,738806
ORD041528,USR10856,2024-07-02,ovo,0,974891
ORD041529,USR32476,2023-03-09,gopay,0,1055492
ORD041530,USR06397,2022-12-22,GoPay,0,1973998
ORD041531,USR14397,2023-02-24,GO-PAY,0,1490516
ORD041532,USR01271,2023-01-20,COD,10000,708323
ORD041533,USR34895,2022-12-29,BCA Virtual Account,0,1233731
ORD041534,USR01182,2023-12-24,Mandiri VA,0,117331
ORD041535,USR23431,2022-04-11,COD,0,1883421
ORD041536,USR17999,2022-07-15,gopay,10000,680923
ORD041537,USR22650,2023-05-30,GoPay,0,736599
ORD041538,USR23737,2023-10-04,gopay,0,1909790
ORD041539,USR40357,2024-02-02,gopay,20000,733478
ORD041540,USR10507,2023-09-16,COD,0,1641968
ORD041541,USR07798,2024-03-24,GoPay,10000,876781
ORD041542,USR43447,2023-12-18,Mandiri VA,20000,228885
ORD041543,USR13843,2023-08-05,COD,50000,297645
ORD041544,USR39789,2023-04-22,bca va,20000,1322966
ORD041545,USR33165,2023-05-22,GoPay,0,1085264
ORD041546,USR02120,2023-06-28,bca va,0,1854670
ORD041547,USR30916,2023-11-17,Mandiri VA,0,188480
ORD041548,USR10195,2023-01-19,OVO,20000,1279883
ORD041549,USR22247,2022-09-17,OVO,20000,1139372
ORD041550,USR23218,2022-10-06,bca va,0,960711
ORD041551,USR20538,2023-09-09,bca va,20000,1873360
ORD041552,USR31025,2021-12-11,gopay,20000,635423
ORD041553,USR00159,2024-07-11,OVO,0,1755542
ORD041554,USR26138,2022-06-09,OVO,50000,1076245
ORD041555,USR33242,2023-08-26,bca va,0,1435182
ORD041556,USR33345,2022-09-25,BCA Virtual Account,0,508263
ORD041557,USR25406,2022-08-19,bca va,0,1656354
ORD041558,USR41081,2024-01-19,gopay,0,759125
ORD041559,USR00769,2023-01-19,GoPay,0,755329
ORD041560,USR16070,2022-07-31,COD,0,336261
ORD041561,USR32892,2023-02-18,OVO,0,1036721
ORD041562,USR05599,2022-12-01,COD,10000,1618243
ORD041563,USR10672,2024-02-12,gopay,50000,732355
ORD041564,USR10840,2023-02-22,BCA Virtual Account,0,1357152
ORD041565,USR05090,2022-09-18,bca va,0,241983
ORD041566,USR40262,2024-05-21,COD,0,1961361
ORD041567,USR20112,2022-04-25,bca va,0,1347517
ORD041568,USR40154,2024-04-17,OVO,10000,711060
ORD041569,USR22361,2023-05-09,GO-PAY,0,697728
ORD041570,USR32969,2022-06-25,BCA Virtual Account,0,745613
ORD041571,USR41626,2022-06-07,OVO,0,1000005
ORD041572,USR36517,2024-05-27,gopay,0,887094
ORD041573,USR07786,2023-02-01,COD,10000,514270
ORD041574,USR10212,2024-07-24,GoPay,0,246717
ORD041575,USR31067,2024-03-23,bca va,10000,1720335
ORD041576,USR48826,2024-06-04,BCA Virtual Account,20000,1793594
ORD041577,USR09596,2022-08-18,ovo,20000,695215
ORD041578,USR40489,2024-02-18,gopay,0,587853
ORD041579,USR37894,2023-03-09,GO-PAY,0,95661
ORD041580,USR25840,2023-12-13,ovo,0,210882
ORD041581,USR04137,2024-04-18,GO-PAY,0,1504353
ORD041582,USR15980,2023-12-16,bca va,0,1298054
ORD041583,USR44414,2023-08-17,GoPay,10000,133627
ORD041584,USR49986,2024-05-02,gopay,20000,1120322
ORD041585,USR17823,2024-08-06,COD,0,849240
ORD041586,USR06265,2023-10-04,BCA Virtual Account,10000,1986851
ORD041587,USR46661,2022-03-27,gopay,20000,364285
ORD041588,USR41782,2023-10-01,Mandiri VA,0,1093004
ORD041589,USR48098,2022-06-30,bca va,20000,1945990
ORD041590,USR01518,2022-12-09,GoPay,10000,1472346
ORD041591,USR11158,2023-09-21,COD,50000,277705
ORD041592,USR24036,2023-05-18,bca va,50000,999999999
ORD041593,USR13293,2023-03-17,COD,10000,-150000
ORD041594,USR22260,2022-06-07,ovo,0,1725899
ORD041595,USR25367,2022-02-03,GoPay,20000,376238
ORD041596,USR11892,2023-12-14,gopay,20000,1234664
ORD041597,USR17016,2023-11-06,COD,0,588025
ORD041598,USR13859,2023-06-30,BCA Virtual Account,0,1973391
ORD041599,USR37945,2022-09-17,gopay,20000,95420
ORD041600,USR01010,2023-05-20,BCA Virtual Account,0,1697020
ORD041601,USR17969,2024-09-01,ovo,0,1467463
ORD041602,USR08372,2022-11-09,BCA Virtual Account,50000,1551501
ORD041603,USR28064,2024-03-30,OVO,10000,997803
ORD041604,USR25453,2022-12-31,OVO,20000,852139
ORD041605,USR39251,2022-07-06,BCA Virtual Account,0,701313
ORD041606,USR10539,2024-08-16,Mandiri VA,10000,1358394
ORD041607,USR49008,2024-02-24,GoPay,50000,74038
ORD041608,USR08409,2023-03-25,GoPay,0,1093054
ORD041609,USR45468,2023-10-26,GO-PAY,20000,1492007
ORD041610,USR38016,2024-03-22,COD,10000,452121
ORD041611,USR43682,2023-07-10,OVO,0,1139519
ORD041612,USR47862,2023-01-24,ovo,0,469011
ORD041613,USR11646,2023-08-04,GoPay,0,1185219
ORD041614,USR17847,2022-12-02,GoPay,10000,358277
